geometry,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii
POINT (170.4285826667 -45.8981222242),33617,AIMS,5392856,35,Paterson Street,"35 Paterson Street, Abbotsford, Dunedin",Dunedin City,,,,,,35,,,,Paterson,Street,,,,Abbotsford,Dunedin,Thoroughfare,Current,170.42858267,-45.89812218,Paterson,,,Abbotsford,Dunedin,Paterson Street,"35 Paterson Street, Abbotsford, Dunedin"
POINT (170.4336689 -45.8987302076),33735,AIMS,31926,7,John Street,"7 John Street, Abbotsford, Dunedin",Dunedin City,,,,,,7,,,,John,Street,,,,Abbotsford,Dunedin,Thoroughfare,Current,170.4336689,-45.89873017,John,,,Abbotsford,Dunedin,John Street,"7 John Street, Abbotsford, Dunedin"
POINT (170.3143227167 -45.8835673909),59259,AIMS,56140,281,Bush Road,"281 Bush Road, Mosgiel",Dunedin City,,,,,,281,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.31432272,-45.88356735,Bush,,,Mosgiel,Mosgiel,Bush Road,"281 Bush Road, Mosgiel"
POINT (170.3140721667 -45.8831388909),59261,AIMS,56142,282,Bush Road,"282 Bush Road, Mosgiel",Dunedin City,,,,,,282,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.31407217,-45.88313885,Bush,,,Mosgiel,Mosgiel,Bush Road,"282 Bush Road, Mosgiel"
POINT (170.3128042333 -45.8839924409),59299,AIMS,56174,291,Bush Road,"291 Bush Road, Mosgiel",Dunedin City,,,,,,291,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.31280423,-45.8839924,Bush,,,Mosgiel,Mosgiel,Bush Road,"291 Bush Road, Mosgiel"
POINT (170.4610689833 -45.8694151909),35305,AIMS,33412,67,Wray Street,"67 Wray Street, Brockville, Dunedin",Dunedin City,,,,,,67,,,,Wray,Street,,,,Brockville,Dunedin,Thoroughfare,Current,170.46106898,-45.86941515,Wray,,,Brockville,Dunedin,Wray Street,"67 Wray Street, Brockville, Dunedin"
POINT (170.4577767333 -45.8687816909),35374,AIMS,33480,93,Wray Street,"93 Wray Street, Brockville, Dunedin",Dunedin City,,,,,,93,,,,Wray,Street,,,,Brockville,Dunedin,Thoroughfare,Current,170.45777673,-45.86878165,Wray,,,Brockville,Dunedin,Wray Street,"93 Wray Street, Brockville, Dunedin"
POINT (170.46751305 -45.8529671242),36506,AIMS,34574,6,Stephen Street,"6 Stephen Street, Halfway Bush, Dunedin",Dunedin City,,,,,,6,,,,Stephen,Street,,,,Halfway Bush,Dunedin,Thoroughfare,Current,170.46751305,-45.85296708,Stephen,,,Halfway Bush,Dunedin,Stephen Street,"6 Stephen Street, Halfway Bush, Dunedin"
POINT (170.46737235 -45.8527325909),36522,AIMS,34589,7,Stephen Street,"7 Stephen Street, Halfway Bush, Dunedin",Dunedin City,,,,,,7,,,,Stephen,Street,,,,Halfway Bush,Dunedin,Thoroughfare,Current,170.46737235,-45.85273255,Stephen,,,Halfway Bush,Dunedin,Stephen Street,"7 Stephen Street, Halfway Bush, Dunedin"
POINT (170.4728021667 -45.8898321576),37701,AIMS,35742,180,Elgin Road,"180 Elgin Road, Maryhill, Dunedin",Dunedin City,,,,,,180,,,,Elgin,Road,,,,Maryhill,Dunedin,Thoroughfare,Current,170.47280217,-45.88983212,Elgin,,,Maryhill,Dunedin,Elgin Road,"180 Elgin Road, Maryhill, Dunedin"
POINT (170.4674827833 -45.8873953076),38098,AIMS,2051488,85,Barr Street,"85 Barr Street, Kenmure, Dunedin",Dunedin City,,,,,,85,,,,Barr,Street,,,,Kenmure,Dunedin,Thoroughfare,Current,170.46748278,-45.88739527,Barr,,,Kenmure,Dunedin,Barr Street,"85 Barr Street, Kenmure, Dunedin"
POINT (170.4673719167 -45.8870470576),38124,AIMS,2051478,92,Barr Street,"92 Barr Street, Kenmure, Dunedin",Dunedin City,,,,,,92,,,,Barr,Street,,,,Kenmure,Dunedin,Thoroughfare,Current,170.46737192,-45.88704702,Barr,,,Kenmure,Dunedin,Barr Street,"92 Barr Street, Kenmure, Dunedin"
POINT (170.4652745667 -45.9045936576),38337,AIMS,36364,20,Orr Street,"20 Orr Street, Concord, Dunedin",Dunedin City,,,,,,20,,,,Orr,Street,,,,Concord,Dunedin,Thoroughfare,Current,170.46527457,-45.90459362,Orr,,,Concord,Dunedin,Orr Street,"20 Orr Street, Concord, Dunedin"
POINT (170.35132315 -45.8877527242),1311171,AIMS,1156001,7,Gow Street,"7 Gow Street, Mosgiel",Dunedin City,,,,,,7,,,,Gow,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35132315,-45.88775268,Gow,,,Mosgiel,Mosgiel,Gow Street,"7 Gow Street, Mosgiel"
POINT (170.47841765 -45.8510182909),39489,AIMS,2772693,5,Honeystone Street,"5 Honeystone Street, Helensburgh, Dunedin",Dunedin City,,,,,,5,,,,Honeystone,Street,,,,Helensburgh,Dunedin,Thoroughfare,Current,170.47841765,-45.85101825,Honeystone,,,Helensburgh,Dunedin,Honeystone Street,"5 Honeystone Street, Helensburgh, Dunedin"
POINT (170.48154885 -45.8747708576),40342,AIMS,38298,17,Bright Street,"17 Bright Street, Belleknowes, Dunedin",Dunedin City,,,,,,17,,,,Bright,Street,,,,Belleknowes,Dunedin,Thoroughfare,Current,170.48154885,-45.87477082,Bright,,,Belleknowes,Dunedin,Bright Street,"17 Bright Street, Belleknowes, Dunedin"
POINT (170.4787133833 -45.8741491576),40419,AIMS,38372,22,Kenmure Road,"22 Kenmure Road, Belleknowes, Dunedin",Dunedin City,,,,,,22,,,,Kenmure,Road,,,,Belleknowes,Dunedin,Thoroughfare,Current,170.47871338,-45.87414912,Kenmure,,,Belleknowes,Dunedin,Kenmure Road,"22 Kenmure Road, Belleknowes, Dunedin"
POINT (170.4830267167 -45.9012341076),42516,AIMS,40406,11,Bangor Terrace,"11 Bangor Terrace, Kew, Dunedin",Dunedin City,,,,,,11,,,,Bangor,Terrace,,,,Kew,Dunedin,Thoroughfare,Current,170.48302672,-45.90123407,Bangor,,,Kew,Dunedin,Bangor Terrace,"11 Bangor Terrace, Kew, Dunedin"
POINT (170.4753814 -45.8802053076),41505,AIMS,39411,5,Mataora Road,"5 Mataora Road, Kenmure, Dunedin",Dunedin City,,,,,,5,,,,Mataora,Road,,,,Kenmure,Dunedin,Thoroughfare,Current,170.4753814,-45.88020527,Mataora,,,Kenmure,Dunedin,Mataora Road,"5 Mataora Road, Kenmure, Dunedin"
POINT (170.4774413833 -45.8944910076),41850,AIMS,39750,14,Barnes Drive,"14 Barnes Drive, Caversham, Dunedin",Dunedin City,,,,,,14,,,,Barnes,Drive,,,,Caversham,Dunedin,Thoroughfare,Current,170.47744138,-45.89449097,Barnes,,,Caversham,Dunedin,Barnes Drive,"14 Barnes Drive, Caversham, Dunedin"
POINT (170.4784500167 -45.8860905409),42002,AIMS,39902,24,Crosby Street,"24 Crosby Street, Mornington, Dunedin",Dunedin City,,,,,,24,,,,Crosby,Street,,,,Mornington,Dunedin,Thoroughfare,Current,170.47845002,-45.8860905,Crosby,,,Mornington,Dunedin,Crosby Street,"24 Crosby Street, Mornington, Dunedin"
POINT (170.4813057333 -45.9027981409),42952,AIMS,40824,38,Skibo Street,"38 Skibo Street, Kew, Dunedin",Dunedin City,,,,,,38,,,,Skibo,Street,,,,Kew,Dunedin,Thoroughfare,Current,170.48130573,-45.9027981,Skibo,,,Kew,Dunedin,Skibo Street,"38 Skibo Street, Kew, Dunedin"
POINT (170.48067255 -45.9025111409),43033,AIMS,40903,44,Skibo Street,"44 Skibo Street, Kew, Dunedin",Dunedin City,,,,,,44,,,,Skibo,Street,,,,Kew,Dunedin,Thoroughfare,Current,170.48067255,-45.9025111,Skibo,,,Kew,Dunedin,Skibo Street,"44 Skibo Street, Kew, Dunedin"
POINT (170.4806535833 -45.8956175076),43357,AIMS,41224,9,Asquith Street,"9 Asquith Street, Caversham, Dunedin",Dunedin City,,,,,,9,,,,Asquith,Street,,,,Caversham,Dunedin,Thoroughfare,Current,170.48065358,-45.89561747,Asquith,,,Caversham,Dunedin,Asquith Street,"9 Asquith Street, Caversham, Dunedin"
POINT (170.4863693667 -45.8690292409),45062,AIMS,42837,215,Highgate,"215 Highgate, Roslyn, Dunedin",Dunedin City,,,,,,215,,,,Highgate,,,,,Roslyn,Dunedin,Thoroughfare,Current,170.48636937,-45.8690292,Highgate,,,Roslyn,Dunedin,Highgate,"215 Highgate, Roslyn, Dunedin"
POINT (170.4916471 -45.8560009742),44394,AIMS,42221,191,Burt Street,"191 Burt Street, Wakari, Dunedin",Dunedin City,,,,,,191,,,,Burt,Street,,,,Wakari,Dunedin,Thoroughfare,Current,170.4916471,-45.85600093,Burt,,,Wakari,Dunedin,Burt Street,"191 Burt Street, Wakari, Dunedin"
POINT (170.4910106167 -45.8553322076),44417,AIMS,42242,200,Burt Street,"200 Burt Street, Wakari, Dunedin",Dunedin City,,,,,,200,,,,Burt,Street,,,,Wakari,Dunedin,Thoroughfare,Current,170.49101062,-45.85533217,Burt,,,Wakari,Dunedin,Burt Street,"200 Burt Street, Wakari, Dunedin"
POINT (170.4852437667 -45.8841294742),45653,AIMS,43397,18,McGeorge Avenue,"18 McGeorge Avenue, Mornington, Dunedin",Dunedin City,,,,,,18,,,,McGeorge,Avenue,,,,Mornington,Dunedin,Thoroughfare,Current,170.48524377,-45.88412943,McGeorge,,,Mornington,Dunedin,McGeorge Avenue,"18 McGeorge Avenue, Mornington, Dunedin"
POINT (170.4911499833 -45.8911654742),46155,AIMS,43866,21,Walter Street,"21 Walter Street, The Glen, Dunedin",Dunedin City,,,,,,21,,,,Walter,Street,,,,The Glen,Dunedin,Thoroughfare,Current,170.49114998,-45.89116543,Walter,,,The Glen,Dunedin,Walter Street,"21 Walter Street, The Glen, Dunedin"
POINT (170.46319435 -45.8731125076),46677,AIMS,44371,2,Ronay Street,"2 Ronay Street, Bradford, Dunedin",Dunedin City,,,,,,2,,,,Ronay,Street,,,,Bradford,Dunedin,Thoroughfare,Current,170.46319435,-45.87311247,Ronay,,,Bradford,Dunedin,Ronay Street,"2 Ronay Street, Bradford, Dunedin"
POINT (170.4886717333 -45.8989409576),46966,AIMS,44644,33,Nelson Street,"33 Nelson Street, Forbury, Dunedin",Dunedin City,,,,,,33,,,,Nelson,Street,,,,Forbury,Dunedin,Thoroughfare,Current,170.48867173,-45.89894092,Nelson,,,Forbury,Dunedin,Nelson Street,"33 Nelson Street, Forbury, Dunedin"
POINT (170.4962638667 -45.8596129242),48949,AIMS,46535,6,Lynn Street,"6 Lynn Street, Maori Hill, Dunedin",Dunedin City,,,,,,6,,,,Lynn,Street,,,,Maori Hill,Dunedin,Thoroughfare,Current,170.49626387,-45.85961288,Lynn,,,Maori Hill,Dunedin,Lynn Street,"6 Lynn Street, Maori Hill, Dunedin"
POINT (170.4967826167 -45.8671648909),49244,AIMS,46813,1,Avon Street,"1 Avon Street, Roslyn, Dunedin",Dunedin City,,,,,,1,,,,Avon,Street,,,,Roslyn,Dunedin,Thoroughfare,Current,170.49678262,-45.86716485,Avon,,,Roslyn,Dunedin,Avon Street,"1 Avon Street, Roslyn, Dunedin"
POINT (170.3535870333 -45.8679011576),1102395,AIMS,975997,47,Murray Street,"47 Murray Street, Mosgiel",Dunedin City,,,,,,47,,,,Murray,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35358703,-45.86790112,Murray,,,Mosgiel,Mosgiel,Murray Street,"47 Murray Street, Mosgiel"
POINT (170.3539719833 -45.8831010242),1102469,AIMS,976039,6,Park Street,"6 Park Street, Mosgiel",Dunedin City,,,,,,6,,,,Park,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35397198,-45.88310098,Park,,,Mosgiel,Mosgiel,Park Street,"6 Park Street, Mosgiel"
POINT (170.4314039833 -45.9022760576),1103193,AIMS,976511,8,Shand Street,"8 Shand Street, Green Island, Dunedin",Dunedin City,,,,,,8,,,,Shand,Street,,,,Green Island,Dunedin,Thoroughfare,Current,170.43140398,-45.90227602,Shand,,,Green Island,Dunedin,Shand Street,"8 Shand Street, Green Island, Dunedin"
POINT (170.3493341667 -45.8860314409),1324490,AIMS,3146044,20A,Burns Street,"20A Burns Street, Mosgiel",Dunedin City,,,,,,20,A,,,Burns,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.34933417,-45.8860314,Burns,,,Mosgiel,Mosgiel,Burns Street,"20A Burns Street, Mosgiel"
POINT (170.3502198167 -45.8769137242),1332050,AIMS,1660247,97A,Gordon Road,"97A Gordon Road, Mosgiel",Dunedin City,,,,,,97,A,,,Gordon,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35021982,-45.87691368,Gordon,,,Mosgiel,Mosgiel,Gordon Road,"97A Gordon Road, Mosgiel"
POINT (170.3480087333 -45.8736427742),1333862,AIMS,1173355,7,Factory Road,"7 Factory Road, Mosgiel",Dunedin City,,,,,,7,,,,Factory,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.34800873,-45.87364273,Factory,,,Mosgiel,Mosgiel,Factory Road,"7 Factory Road, Mosgiel"
POINT (170.3337518167 -45.8736432742),1336319,AIMS,1175316,90,Tyne Street,"90 Tyne Street, Mosgiel",Dunedin City,,,,,,90,,,,Tyne,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.33375182,-45.87364323,Tyne,,,Mosgiel,Mosgiel,Tyne Street,"90 Tyne Street, Mosgiel"
POINT (170.4838093333 -45.9078878409),1412910,AIMS,1234772,20,Motu Street,"20 Motu Street, Saint Clair, Dunedin",Dunedin City,,,,,,20,,,,Motu,Street,,,,Saint Clair,Dunedin,Thoroughfare,Current,170.48380933,-45.9078878,Motu,,,Saint Clair,Dunedin,Motu Street,"20 Motu Street, Saint Clair, Dunedin"
POINT (170.3573391167 -45.8845519742),1415296,AIMS,1236460,24,Hampton Grove,"24 Hampton Grove, Mosgiel",Dunedin City,,,,,,24,,,,Hampton,Grove,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35733912,-45.88455193,Hampton,,,Mosgiel,Mosgiel,Hampton Grove,"24 Hampton Grove, Mosgiel"
POINT (170.485846 -45.8681020076),1529086,AIMS,1330126,56,Ann Street,"56 Ann Street, Kaikorai, Dunedin",Dunedin City,,,,,,56,,,,Ann,Street,,,,Kaikorai,Dunedin,Thoroughfare,Current,170.485846,-45.86810197,Ann,,,Kaikorai,Dunedin,Ann Street,"56 Ann Street, Kaikorai, Dunedin"
POINT (170.48377105 -45.8942303909),1549016,AIMS,1689733,208B,South Road,"208B South Road, Caversham, Dunedin",Dunedin City,,,,,,208,B,,,South,Road,,,,Caversham,Dunedin,Thoroughfare,Current,170.48377105,-45.89423035,South,,,Caversham,Dunedin,South Road,"208B South Road, Caversham, Dunedin"
POINT (170.3850029667 -45.8777920742),1584596,AIMS,3175321,1,Paterson Road,"1 Paterson Road, Mosgiel",Dunedin City,,,,,,1,,,,Paterson,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.38500297,-45.87779203,Paterson,,,Mosgiel,Mosgiel,Paterson Road,"1 Paterson Road, Mosgiel"
POINT (170.3880549667 -45.8767459909),1604613,AIMS,3132337,2,Crossan Terrace,"2 Crossan Terrace, Mosgiel",Dunedin City,,,,,,2,,,,Crossan,Terrace,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.38805497,-45.87674595,Crossan,,,Mosgiel,Mosgiel,Crossan Terrace,"2 Crossan Terrace, Mosgiel"
POINT (170.367764 -45.8665810576),1613041,AIMS,2742237,6,Didham Drive,"6 Didham Drive, Mosgiel",Dunedin City,,,,,,6,,,,Didham,Drive,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.367764,-45.86658102,Didham,,,Mosgiel,Mosgiel,Didham Drive,"6 Didham Drive, Mosgiel"
POINT (170.3626781 -45.8676326909),1700753,AIMS,1443754,40,Severn Street,"40 Severn Street, Mosgiel",Dunedin City,,,,,,40,,,,Severn,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3626781,-45.86763265,Severn,,,Mosgiel,Mosgiel,Severn Street,"40 Severn Street, Mosgiel"
POINT (170.3642233 -45.8676584576),1862639,AIMS,2742210,9,Cavan Place,"9 Cavan Place, Mosgiel",Dunedin City,,,,,,9,,,,Cavan,Place,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3642233,-45.86765842,Cavan,,,Mosgiel,Mosgiel,Cavan Place,"9 Cavan Place, Mosgiel"
POINT (170.3935789167 -45.8740055909),1939543,AIMS,3132283,3,Heasley Lane,"3 Heasley Lane, Mosgiel",Dunedin City,,,,,,3,,,,Heasley,Lane,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.39357892,-45.87400555,Heasley,,,Mosgiel,Mosgiel,Heasley Lane,"3 Heasley Lane, Mosgiel"
POINT (170.3496949333 -45.8718424409),1982930,AIMS,1755784,16A,Hartstonge Avenue,"16A Hartstonge Avenue, Mosgiel",Dunedin City,,,,,,16,A,,,Hartstonge,Avenue,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.34969493,-45.8718424,Hartstonge,,,Mosgiel,Mosgiel,Hartstonge Avenue,"16A Hartstonge Avenue, Mosgiel"
POINT (170.48212515 -45.9008334576),1995696,AIMS,1760773,10A,Rainton Road,"10A Rainton Road, Kew, Dunedin",Dunedin City,,,,,,10,A,,,Rainton,Road,,,,Kew,Dunedin,Thoroughfare,Current,170.48212515,-45.90083342,Rainton,,,Kew,Dunedin,Rainton Road,"10A Rainton Road, Kew, Dunedin"
POINT (170.4957578167 -45.8970677909),2000503,AIMS,3127920,54C,Cutten Street,"54C Cutten Street, South Dunedin, Dunedin",Dunedin City,,,,,,54,C,,,Cutten,Street,,,,South Dunedin,Dunedin,Thoroughfare,Current,170.49575782,-45.89706775,Cutten,,,South Dunedin,Dunedin,Cutten Street,"54C Cutten Street, South Dunedin, Dunedin"
POINT (170.3502982667 -45.8846542909),2001079,AIMS,3146099,10A,Queen Street,"10A Queen Street, Mosgiel",Dunedin City,,,,,,10,A,,,Queen,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35029827,-45.88465425,Queen,,,Mosgiel,Mosgiel,Queen Street,"10A Queen Street, Mosgiel"
POINT (170.3656970667 -45.8696973576),2004630,AIMS,3175191,15,Smiley Place,"15 Smiley Place, Mosgiel",Dunedin City,,,,,,15,,,,Smiley,Place,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.36569707,-45.86969732,Smiley,,,Mosgiel,Mosgiel,Smiley Place,"15 Smiley Place, Mosgiel"
POINT (170.3528416667 -45.8820856742),2053883,AIMS,2427915,3/2,Laing Street,"3/2 Laing Street, Mosgiel",Dunedin City,,3,,,,2,,,,Laing,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.35284167,-45.88208563,Laing,,,Mosgiel,Mosgiel,Laing Street,"3/2 Laing Street, Mosgiel"
POINT (170.4289097333 -45.8987898909),2055006,AIMS,2431693,1/24,Binnie Street,"1/24 Binnie Street, Abbotsford, Dunedin",Dunedin City,,1,,,,24,,,,Binnie,Street,,,,Abbotsford,Dunedin,Thoroughfare,Current,170.42890973,-45.89878985,Binnie,,,Abbotsford,Dunedin,Binnie Street,"1/24 Binnie Street, Abbotsford, Dunedin"
POINT (170.3539971 -45.8825528576),2078223,AIMS,2509795,1/88,Church Street,"1/88 Church Street, Mosgiel",Dunedin City,,1,,,,88,,,,Church,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3539971,-45.88255282,Church,,,Mosgiel,Mosgiel,Church Street,"1/88 Church Street, Mosgiel"
POINT (170.4901296895 -45.8687752655),3021873,CADS,21873,17,City Road,"17 City Road, Roslyn, Dunedin",Dunedin City,,,,,,17,,,,City,Road,,,,Roslyn,Dunedin,Thoroughfare,Current,170.49012969,-45.86877522,City,,,Roslyn,Dunedin,City Road,"17 City Road, Roslyn, Dunedin"
POINT (170.4773809466 -45.862583748),3021865,CADS,21865,14,Hood Street,"14 Hood Street, Wakari, Dunedin",Dunedin City,,,,,,14,,,,Hood,Street,,,,Wakari,Dunedin,Thoroughfare,Current,170.47738095,-45.86258371,Hood,,,Wakari,Dunedin,Hood Street,"14 Hood Street, Wakari, Dunedin"
POINT (170.5036165 -45.9009798242),50518,AIMS,47945,10,Calder Street,"10 Calder Street, Saint Kilda, Dunedin",Dunedin City,,,,,,10,,,,Calder,Street,,,,Saint Kilda,Dunedin,Thoroughfare,Current,170.5036165,-45.90097978,Calder,,,Saint Kilda,Dunedin,Calder Street,"10 Calder Street, Saint Kilda, Dunedin"
POINT (170.5031394167 -45.9010054076),50586,AIMS,48009,12,Ajax Street,"12 Ajax Street, Saint Kilda, Dunedin",Dunedin City,,,,,,12,,,,Ajax,Street,,,,Saint Kilda,Dunedin,Thoroughfare,Current,170.50313942,-45.90100537,Ajax,,,Saint Kilda,Dunedin,Ajax Street,"12 Ajax Street, Saint Kilda, Dunedin"
POINT (170.5034532167 -45.9065790742),51776,AIMS,49080,54,Bird Street,"54 Bird Street, Saint Kilda, Dunedin",Dunedin City,,,,,,54,,,,Bird,Street,,,,Saint Kilda,Dunedin,Thoroughfare,Current,170.50345322,-45.90657903,Bird,,,Saint Kilda,Dunedin,Bird Street,"54 Bird Street, Saint Kilda, Dunedin"
POINT (170.50529685 -45.9027826242),53667,AIMS,50819,10,Scott Street,"10 Scott Street, Saint Kilda, Dunedin",Dunedin City,,,,,,10,,,,Scott,Street,,,,Saint Kilda,Dunedin,Thoroughfare,Current,170.50529685,-45.90278258,Scott,,,Saint Kilda,Dunedin,Scott Street,"10 Scott Street, Saint Kilda, Dunedin"
POINT (170.5214827667 -45.9007997409),56632,AIMS,53569,62,Botha Street,"62 Botha Street, Tainui, Dunedin",Dunedin City,,,,,,62,,,,Botha,Street,,,,Tainui,Dunedin,Thoroughfare,Current,170.52148277,-45.9007997,Botha,,,Tainui,Dunedin,Botha Street,"62 Botha Street, Tainui, Dunedin"
POINT (170.5272074 -45.9015126742),58778,AIMS,55669,14,Norman Street,"14 Norman Street, Tainui, Dunedin",Dunedin City,,,,,,14,,,,Norman,Street,,,,Tainui,Dunedin,Thoroughfare,Current,170.5272074,-45.90151263,Norman,,,Tainui,Dunedin,Norman Street,"14 Norman Street, Tainui, Dunedin"
POINT (170.4978212167 -45.8594141909),48829,AIMS,46425,540,Highgate,"540 Highgate, Maori Hill, Dunedin",Dunedin City,,,,,,540,,,,Highgate,,,,,Maori Hill,Dunedin,Thoroughfare,Current,170.49782122,-45.85941415,Highgate,,,Maori Hill,Dunedin,Highgate,"540 Highgate, Maori Hill, Dunedin"
POINT (170.4976390333 -45.8590488242),48830,AIMS,46426,543,Highgate,"543 Highgate, Maori Hill, Dunedin",Dunedin City,,,,,,543,,,,Highgate,,,,,Maori Hill,Dunedin,Thoroughfare,Current,170.49763903,-45.85904878,Highgate,,,Maori Hill,Dunedin,Highgate,"543 Highgate, Maori Hill, Dunedin"
POINT (170.5073007 -45.8262170742),45851,AIMS,43584,18,Poulters Road,"18 Poulters Road, Leith Valley, Dunedin",Dunedin City,,,,,,18,,,,Poulters,Road,,,,Leith Valley,Dunedin,Thoroughfare,Current,170.5073007,-45.82621703,Poulters,,,Leith Valley,Dunedin,Poulters Road,"18 Poulters Road, Leith Valley, Dunedin"
POINT (170.4995738833 -45.8655190909),49323,AIMS,46882,27,Wallace Street,"27 Wallace Street, Roslyn, Dunedin",Dunedin City,,,,,,27,,,,Wallace,Street,,,,Roslyn,Dunedin,Thoroughfare,Current,170.49957388,-45.86551905,Wallace,,,Roslyn,Dunedin,Wallace Street,"27 Wallace Street, Roslyn, Dunedin"
POINT (170.5037299 -45.8684241909),49630,AIMS,47164,9,Heriot Row,"9 Heriot Row, Dunedin Central, Dunedin",Dunedin City,,,,,,9,,,,Heriot,Row,,,,Dunedin Central,Dunedin,Thoroughfare,Current,170.5037299,-45.86842415,Heriot,,,Dunedin Central,Dunedin,Heriot Row,"9 Heriot Row, Dunedin Central, Dunedin"
POINT (170.4986643833 -45.8760239242),50124,AIMS,47588,7,Elm Row,"7 Elm Row, Dunedin Central, Dunedin",Dunedin City,,,,,,7,,,,Elm,Row,,,,Dunedin Central,Dunedin,Thoroughfare,Current,170.49866438,-45.87602388,Elm,,,Dunedin Central,Dunedin,Elm Row,"7 Elm Row, Dunedin Central, Dunedin"
POINT (170.50520255 -45.8575432076),52531,AIMS,49785,23,Henry Street,"23 Henry Street, Maori Hill, Dunedin",Dunedin City,,,,,,23,,,,Henry,Street,,,,Maori Hill,Dunedin,Thoroughfare,Current,170.50520255,-45.85754317,Henry,,,Maori Hill,Dunedin,Henry Street,"23 Henry Street, Maori Hill, Dunedin"
POINT (170.5330633333 -45.8550557409),57801,AIMS,54718,140,Blacks Road,"140 Blacks Road, Opoho, Dunedin",Dunedin City,,,,,,140,,,,Blacks,Road,,,,Opoho,Dunedin,Thoroughfare,Current,170.53306333,-45.8550557,Blacks,,,Opoho,Dunedin,Blacks Road,"140 Blacks Road, Opoho, Dunedin"
POINT (170.5289682667 -45.8572957909),57802,AIMS,5343705,14,Warden Street,"14 Warden Street, Opoho, Dunedin",Dunedin City,,,,,,14,,,,Warden,Street,,,,Opoho,Dunedin,Thoroughfare,Current,170.52896827,-45.85729575,Warden,,,Opoho,Dunedin,Warden Street,"14 Warden Street, Opoho, Dunedin"
